Len1	Boot1	Len2	Boot2
0.1330178184	N2957	0.1454424712	N5879
0.0657021554	N2956	0.0545908314	N5878
0.1669847829	N2960	0.1823215591	N5883
0.115350668	N2959	0.1501449829	N5882
0.0352330491	N2958	0.0603993871	N5881
0.1746746641	N2984	0.1525038616	N5905
0.0700612842	N2963	0.0843039059	N5886
0.0691403037	N2983	0.1002338025	N5904
0.0431639154	N2966	0.0442392156	N5887
0.0592982397	N2982	0.055375918	N5903
0.0654591177	N2967	0.0907220519	N5888
0.0738864952	N2981	0.1260180405	N5902
0.1110672028	N2971	0.161217604	N5892
0.088209799	N2970	0.1155623149	N5891
0.0259102922	N2969	0.030909855	N5890
0.0150748057	N2968	0.0128240071	N5889
0.204917629	N2980	0.2805957565	N5901
0.0058874338	N2974	0.0065696713	N5895
0.0028344998	N2973	0.000287762	N5894
0.0027179686	N2972	0.0049477027	N5893
0.0055165996	N2979	0.0151118304	N5900
0.0020771362	N2975	0.0012033358	N5896
0.0017545805	N2978	0.0005521915	N5899
0.0018888604	N2977	0.0054860811	N5898
0.0021610873	N2976	0.0009215434	N5897
0.052062857	N10372	0.0154022827	N10567
0.0783188514	N3158	0.1008893374	N6042
0.1364933542	N3025	0.1405651159	N5935
0.1339811751	N3024	0.2067242484	N5934
0.1542420801	N3023	0.1399990264	N5933
0.2668291284	N3021	0.2984132081	N5932
0.1287365336	N3020	0.1742247672	N5931
0.1148619667	N3019	0.1523816864	N5930
0.0181141258	N3018	0.028571696	N5929
0.0191977723	N3008	0.0084001805	N5919
0.026445100899999997	N3007	0.0290530312	N5918
0.0268422009	N3003	0.0373530645	N5914
0.0134997151	N3006	0.012905391	N5917
0.0077224764	N3005	0.0110268216	N5916
0.0072141237	N3004	0.0115287655	N5915
0.0286227096	N3017	0.0487961721	N5928
0.0108912863	N3010	0.0118531444	N5921
0.0047760259	N3009	0.0059250123	N5920
0.0080854071	N3016	0.0055361776	N5927
0.0110289911	N3012	0.0150944556	N5923
0.0012116228	N3011	0.0010224105	N5922
0.0114651586	N3015	0.017078111	N5926
0.0027934744	N3014	0.003159801	N5925
1e-06	N3013	2.1199e-06	N5924
0.125860242	N3001	0.1216659943	N5913
0.0504469701	N3000	0.0584929966	N5912
0.3277523254	N2997	0.3207344018	N5911
0.03036217	N2996	0.0368815315	N5910
0.5338977917	N2993	0.6241807348	N5909
0.0822123738	N3157	0.0620154742	N6041
0.0920177243	N3034	0.0723318906	N5943
0.10096980720000001	N3028	0.1210018626	N5938
0.2583557616	N3027	0.2583764105	N5937
0.3013813757	N3026	0.3865968555	N5936
0.1239274177	N3033	0.1115011039	N5942
0.5621236276	N3032	0.7170792008	N5941
0.056530756700000004	N3031	0.0456143702	N5940
0.030754184499999997	N3030	0.0224990451	N5939
0.2470418473	N3155	0.2197460127	N6040
0.6620511726999999	N3073	0.9139485748	N5985
0.1113109459	N3051	0.1227665411	N5960
0.0427578551	N3040	0.0469353203	N5948
0.0415977373	N3039	0.0446077909	N5947
0.0113915646	N3038	0.0123160373	N5946
0.0031145988	N3037	0.0024891952	N5945
0.0024882949	N3036	0.0009922398	N5944
0.0267684522	N3050	0.0218962335	N5959
0.0237313443	N3049	0.0093250037	N5958
0.0144892655	N3048	0.0074561722	N5957
0.0122252512	N3042	0.0114042146	N5950
0.0299897976	N3041	0.0341162589	N5949
0.0278841012	N3047	0.0330647694	N5956
0.0129417245	N3043	0.0138170729	N5951
0.0084676683	N3046	0.0096985503	N5955
0.0039998487	N3045	0.0045629865	N5954
0.0018355154	N3044	0.0006531058	N5952
0.1461220143	N3072	0.1676291882	N5984
0.0150699476	N3071	0.0067914072	N5983
0.012486152	N3052	0.0093208589	N5963
0.0189066399	N3070	0.0199948433	N5981
0.0057880585	N3069	0.0045750064	N5980
0.0020750978	N3056	0.0006589458	N5967
0.0042616976	N3055	0.0038049082	N5966
2e-06	N3054	2.4507e-06	N5965
0.0031455767	N3068	0.0005318744	N5979
0.0037051019	N3066	0.0073969102	N5978
0.0041772254	N3059	0.0021055211	N5971
0.002976304000000001	N3058	0.0010977179	N5970
0.0022145526	N3057	0.0008154424	N5969
0.0030461648	N3065	0.0006516643	N5977
0.004180207	N3061	0.0042083105	N5973
0.0037133203	N3064	0.0027453265	N5976
0.0022325458	N3063	2.758e-06	N5975
0.221609048	N3152	0.06842228	N6039
0.19581068329999998	N3087	0.3244443654	N5994
0.2515330962	N3078	0.339526104	N5986
0.0684863124	N3085	0.0560645831	N5991
0.174816877	N3083	0.1512054193	N5989
0.0647337996	N3082	0.0777504578	N5988
0.0842978721	N3080	0.052265287	N5987
0.0581013097	N3151	0.0680257154	N6038
0.0563725042	N3103	0.0826804211	N6003
0.0616827843	N3093	0.0740071708	N5996
0.0654633899	N3100	0.1333632721	N6001
0.1080764553	N3096	0.1519243569	N5998
0.1409112295	N3098	0.1114477008	N6000
0.3113278221	N3097	0.4715140333	N5999
0.4112100405	N3094	0.534060865	N5995
0.0955034577	N3150	0.1097166069	N6037
0.1000904283	N3109	0.1436630297	N6005
0.3684388399	N3105	0.4768892472	N6004
0.0681156902	N3149	0.0805477469	N6036
0.1052512359	N3114	0.1619233545	N6009
0.08313613	N3112	0.1317465781	N6008
0.0804456896	N3111	0.1365863684	N6007
0.1004524808	N3148	0.1494427741	N6035
0.0672883382	N3124	0.0471899672	N6017
0.1003530784	N3123	0.2050625089	N6016
0.0526663554	N3119	0.04364558	N6015
0.08137661	N3117	0.0953308459	N6013
0.1747079509	N3118	0.2436936309	N6014
0.2010470634	N3121	0.1947055341	N6012
0.0865535421	N3120	0.1267766332	N6011
0.1418725613	N3115	0.1434455751	N6010
0.0820661088	N3147	0.1331375621	N6034
0.0427515799	N3131	0.0323172142	N6024
0.1327403417	N3125	0.2065638271	N6018
0.0516161632	N3130	0.051530398	N6023
0.1331930913	N3126	0.2182523153	N6019
0.3146747141	N3129	0.4970213043	N6022
0.020073379	N3127	0.0173949229	N6020
0.0234911876	N3128	0.0041773992	N6021
0.0879457125	N3145	0.1075360379	N6032
0.0440020868	N3135	0.0598314706	N6025
0.0989652368	N3143	0.0462949981	N6031
0.1933693959	N3137	0.2592452256	N6027
0.0167931282	N3136	0.0531854561	N6026
0.144845193	N3141	0.1525850422	N6030
0.0789003931	N3140	0.1330903283	N6029
0.0293471433	N3139	0.0226111505	N6028
0.0655255665	N3741	0.0779511982	N6349
0.1532968827	N3739	0.0676064255	N6243
0.0564934368	N3582	0.1152615802	N6188
0.1457885421	N3546	0.125809187	N6183
0.0846305841	N3545	0.0830843848	N6182
0.1308341203	N3544	0.1663859656	N6181
0.2249387208	N3537	0.165933517	N6180
0.1086532219	N3581	0.1849904992	N6187
0.3589214834	N3566	0.2214021306	N6186
0.329723129	N3565	0.4081133198	N6185
1e-06	N3564	0.0359417024	N6184
0.0671725563	N3738	0.1448388787	N6242
0.202440353	N3633	0.2652496191	N6203
0.0831289081	N3598	0.0831699967	N6194
0.1368105148	N3597	0.1878180992	N6193
0.1006131668	N3595	0.0507399666	N6192
0.0436944738	N3589	0.0411981323	N6189
0.140504418	N3592	0.0711898891	N6191
0.0821709305	N3591	0.1473509817	N6190
0.0603245998	N3632	0.0802493442	N6202
0.0787956922	N3612	0.0806512902	N6195
0.117119874	N3628	0.0670851229	N6201
0.5612298378	N3621	0.6226493257	N6200
0.0081951993	N3620	0.0050662512	N6199
0.3086934913	N3617	0.2543678005	N6198
0.0717123407	N3737	0.0555768428	N6241
0.0816043554	N3736	0.0603886739	N6240
0.0998208115	N3674	0.163940033	N6212
0.322142671	N3671	0.2958183394	N6211
0.2626672412	N3668	0.2964637554	N6208
0.3030213183	N3670	0.3042677976	N6210
0.1012962061	N3669	0.1215684116	N6209
0.1002890333	N3735	0.0946179294	N6239
0.0987910079	N3734	0.1450627693	N6238
0.2194963409	N3731	0.1337000808	N6237
0.0678515125	N3718	0.0767267339	N6225
0.0936735873	N3709	0.0962838723	N6219
0.0556682487	N3717	0.0772586434	N6224
0.3546703232	N3715	0.3186412575	N6223
0.0045098873	N3714	0.0486125446	N6222
0.0014761781	N3713	0.015741305	N6221
0.1663531907	N3710	0.1740947136	N6220
0.2038274506	N3730	0.3172338215	N6236
0.1613690621	N3729	0.2093608621	N6235
0.0319761494	N3722	0.0399639302	N6228
1e-06	N3721	2.6855e-06	N6227
0.0311409106	N3728	0.0292019352	N6234
0.0249390737	N3727	0.0314675304	N6233
0.0033433516	N3723	0.0040556249	N6229
0.0040193272	N3726	0.0023165149	N6232
0.0034534532	N3724	0.0029452458	N6230
0.0029882299	N3725	0.0077748936	N6231
0.2525017717	N3719	0.255371137	N6226
0.1302955072	N3694	0.0845885412	N6218
0.0632805116	N3693	0.0545968996	N6217
0.4041930278	N3685	0.3244094968	N6216
0.0466170402	N3684	0.0285488323	N6215
0.0769198514	N3682	0.101780814	N6214
0.1763836564	N3675	0.1206166098	N6213
0.2083255472	N3663	0.1714477779	N6207
0.0623523032	N3662	0.1063641914	N6205
0.4257370989	N3638	0.3757460494	N6204
0.4953988997	N3531	0.4803954743	N6348
0.0705614345	N3467	0.0597618667	N6271
0.2086309343	N3464	0.0848469951	N6270
0.0672567744	N3463	0.0874203526	N6269
0.0582954923	N3462	0.0493244149	N6268
0.1340408585	N3460	0.0941322708	N6267
0.3297560904	N3459	0.4235284584	N6266
1e-06	N3458	0.001410614	N6265
2e-06	N3457	2.7293e-06	N6264
2e-06	N3456	0.0040032011	N6263
0.2213915689	N3450	0.2061632346	N6260
0.1354781371	N3448	0.1162165213	N6255
0.0491013405	N3447	0.0402972972	N6254
0.0522077741	N3446	0.0565174772	N6253
0.0558309031	N3445	0.0245831715	N6252
0.2953983352	N3438	0.3847269527	N6245
0.1415014067	N3439	0.1499812978	N6246
0.1331814228	N3442	0.188537145	N6250
0.0500825203	N3441	0.0587056146	N6249
0.0688905749	N3440	0.1095305956	N6248
0.4446123944	N3530	0.5789816306	N6347
0.1643198134	N3471	0.1904015633	N6280
0.0320094721	N3469	0.0216559364	N6279
0.0419266924	N3468	0.0501982969	N6278
0.045707580299999995	N3470	0.0561980965	N6272
0.0752631944	N3529	0.0770659329	N6346
0.0628896949	N3491	0.0617383624	N6303
0.1502921227	N3480	0.1776535456	N6302
0.0007528009	N3472	0.0023813436	N6291
0.0031534709	N3479	0.0035579362	N6301
0.0016275324	N3474	5.97978e-05	N6293
1e-06	N3473	2.4027e-06	N6292
1e-06	N3478	2.2112e-06	N6300
0.0011732383	N3477	0.0001785367	N6299
0.0015841942999999998	N3476	0.0001193584	N6298
0.1661893737	N3490	0.195351013	N6290
0.0015217889	N3483	0.0014208252	N6283
0.0018703842	N3482	8.20149e-05	N6282
3e-06	N3481	6.06898e-05	N6281
0.0025103882	N3489	0.0016235984	N6289
0.0023796568	N3484	0.0014373104	N6284
2e-06	N3488	0.0005668737	N6288
0.0014314673	N3485	0.0008007953	N6285
0.0011585579999999999	N3487	2.106e-06	N6287
0.0014318233	N3486	0.0004921327	N6286
0.05646682	N3528	0.0259536144	N6345
0.1666073684	N3492	0.1876062574	N6304
0.0555979586	N3527	0.0520412532	N6344
0.0906147982	N3494	0.1054087199	N6306
0.0577367112	N3493	0.0723362661	N6305
0.0469620532	N3526	0.0541911828	N6343
0.019001208	N3495	0.0144141119	N6307
0.0498347785	N3525	0.055750114	N6342
0.0041194618	N3524	0.0037755178	N6341
0.0029734208	N3496	0.0021245887	N6308
0.0028512894	N3501	0.002956463	N6313
0.0011486055000000002	N3497	0.000396376	N6309
0.0012822596	N3500	0.0001946954	N6312
3e-06	N3499	0.0003589347	N6311
0.0019064148	N3498	0.0001165399	N6310
3e-06	N3521	2.6531e-06	N6338
0.0022329195	N3502	0.0021938734	N6314
3e-06	N3520	3.51022e-05	N6337
3e-06	N3519	0.0004667858	N6336
0.0013164339	N3517	0.0008967642	N6334
3e-06	N3516	2.4498e-06	N6333
3e-06	N3515	0.0003479694	N6332
3e-06	N3504	5.84932e-05	N6318
0.0020729617	N3514	6.05167e-05	N6330
0.0011845277	N3505	2.0875e-06	N6320
2e-06	N3506	5.84781e-05	N6323
2e-06	N3508	2.2674e-06	N6325
0.004823593	N3507	1e-06	N6324
0.1871034067	N3431	0.0946481717	N6178
0.0776921772	N3429	0.0971625203	N6177
0.1264007146	N3428	0.2051321723	N6176
0.0711042469	N3427	0.093870744	N6175
0.1805354347	N3424	0.1107598359	N6174
0.0375304712	N3423	0.0472765991	N6173
0.0499693586	N3422	0.0514856324	N6172
0.0420780624	N3420	0.076341609	N6171
0.1195470623	N3418	0.0771667989	N6170
0.1814153036	N3415	0.1595338742	N6169
0.1120855424	N3413	0.0938013746	N6168
0.125639451	N3411	0.1063367438	N6167
0.0830398515	N3404	0.1135177461	N6160
0.0885351208	N3410	0.148142966	N6166
0.0172199197	N3409	0.0228909018	N6165
0.0072167552	N3405	0.0081873127	N6161
0.0057451151	N3408	0.0097015146	N6164
0.0024053985	N3407	0.0050838681	N6163
0.0029422657	N3406	0.0022592889	N6162
0.0768531309	N3402	0.0525585842	N6159
0.1817745669	N3350	0.1724009352	N6157
0.0453538354	N3349	0.0432423776	N6156
0.0488666864	N3346	0.0630760874	N6155
0.1707305331	N3332	0.1193357178	N6153
0.237604989	N3331	0.3305906967	N6152
0.135312181	N3327	0.075685591	N6151
0.1828216021	N3315	0.2225973076	N6150
0.1492698137	N3313	0.1217268029	N6149
0.1162038665	N3312	0.1452454392	N6148
0.3772584021	N3322	0.3268057369	N6147
0.1593025854	N3310	0.1015982405	N6146
0.2572899882	N3249	0.1457908005	N6145
0.1334012485	N3248	0.1897328558	N6144
0.0553258994	N3230	0.080952913	N6134
0.1166930397	N3224	0.1522194599	N6133
0.0544199034	N3247	0.0485979519	N6143
0.1195772514	N3233	0.1522203974	N6135
0.1686738245	N3244	0.105164174	N6141
0.0917604432	N3242	0.0395633386	N6140
0.047549733	N3241	0.0522111416	N6139
0.065004937	N3239	0.0985966695	N6137
0.1226108591	N3235	0.0863148211	N6136
0.1296064146	N3217	0.0470026808	N6131
0.2307826888	N3215	0.1615720502	N6130
0.0872780282	N3214	0.1152007663	N6129
0.1588526034	N3213	0.1886121306	N6128
0.0577060981	N3212	0.065525058	N6127
0.0380775238	N3211	0.0266286638	N6126
0.0303683828	N3203	0.0278220587	N6119
0.0291000321	N3210	0.0322930357	N6125
0.077500802	N3206	0.1363404441	N6124
2e-06	N3205	0.0042831136	N6123
0.002376435	N3204	0.0213726129	N6122
0.0569573747	N3209	0.0653320762	N6121
0.0330528512	N3208	0.0258904458	N6120
0.2763817703	N3200	0.2547365771	N6118
0.3845756738	N3197	0.4981067503	N6117
0.7544658908	N3750	1.0428615997	N6078
1e-06	N3749	0.0110563016	N6077
1e-06	N3748	0.0265639175	N6076
2e-06	N3747	0.0028472613	N6075
0.0766506302	N3833	0.0605446819	N6112
0.1774302432	N3783	0.2364887963	N6085
0.2654871281	N3780	0.1639156852	N6084
0.0674858932	N3779	0.0965164573	N6083
0.1660347727	N3776	0.229985541	N6080
0.070897559	N3778	0.0923096524	N6082
0.1922148622	N3777	0.2640568312	N6081
0.1232590699	N3831	0.0491082365	N6111
0.0555183607	N3830	0.0696169074	N6110
0.0504204842	N3801	0.0507688968	N6097
0.31142611259999997	N3788	0.4231334925	N6088
0.1384083981	N3799	0.0968557456	N6093
0.1505092784	N3798	0.1616805104	N6092
0.1902614251	N3797	0.2421358101	N6091
2e-06	N3796	0.0034064798	N6090
0.1202060158	N3828	0.0890477611	N6109
0.1792599329	N3825	0.1043429799	N6108
0.1741149821	N3816	0.1764223117	N6107
0.1301562261	N3812	0.1567919094	N6105
0.0461015323	N3811	0.0797417165	N6104
0.1612254763	N3813	0.1828505679	N6102
0.3436959284	N3819	0.1756520159	N6101
0.2709280264	N3807	0.2976502258	N6100
0.2015579835	N3804	0.1029772298	N6099
0.0885008116	N3803	0.095931649	N6098
0.3874870618	N3786	0.4153647091	N6087
0.0979021123	N3785	0.0954438253	N6086
0.4990854128	N3767	0.5597210078	N6073
0.1612938626	N3766	0.1802089567	N6072
0.079352719	N5543	0.042270163	N7364
0.1974684592	N3883	0.399581106	N6380
0.2544036914	N3871	0.2486609903	N6373
0.2952258243	N3869	0.3045050293	N6372
0.1754424069	N3882	0.1624658536	N6379
0.1638427407	N3875	0.1624815032	N6378
0.0687665525	N3874	0.0509303259	N6377
0.2478365511	N3872	0.3681703727	N6375
0.3060206327	N3873	0.3085459653	N6376
0.5482269411	N3876	0.458347132	N6374
0.0745698797	N3935	0.1067103879	N6391
0.1134016487	N3934	0.0735123861	N6390
0.1329567511	N3896	0.0921889422	N6382
0.6390237613	N3895	0.6215708441	N6381
0.3305956421	N3932	0.3397064361	N6389
0.1734804769	N3920	0.1551141666	N6388
0.2149620499	N3916	0.1037613498	N6387
0.2289464851	N3914	0.2441875302	N6386
0.1812289941	N3930	0.1193460867	N6384
0.1304847885	N3929	0.1114550739	N6383
0.0664140322	N5540	0.0214652689	N7360
0.1614695279	N3960	0.1995381489	N6416
0.21440753669999998	N3940	0.2330834425	N6393
0.2590448693	N3938	0.204601174	N6392
0.4753988844	N3958	0.5076762203	N6415
0.3426028148	N3942	0.3665120905	N6396
0.0523161358	N3941	0.0341346551	N6395
0.1629315834	N3957	0.1998702284	N6414
0.0710940133	N3943	0.0500240105	N6398
0.08371182320000001	N3956	0.067427551	N6413
0.1379753036	N3955	0.159790942	N6412
0.0660844984	N3946	0.0868476327	N6403
0.015456143200000001	N3944	0.0166810449	N6401
0.0126674709	N3945	0.0235962143	N6402
0.0755850858	N3948	0.1200155569	N6400
0.0019973925	N3947	0.0034131457	N6399
0.0427420317	N3953	0.0274592562	N6410
0.0247667346	N3952	0.043878159	N6409
0.0206453584	N3949	0.0272667346	N6405
0.0219643969	N3951	0.0187420337	N6408
0.0115048688	N3950	0.0145828239	N6407
0.059897284599999996	N5500	0.0438387145	N7358
0.0703484946	N5499	0.0396213871	N7357
0.1407767876	N3974	0.067861444	N6428
0.0710686992	N3973	0.1024660053	N6427
0.1025957696	N3978	0.1232372327	N6426
0.1572475256	N4030	0.1372314543	N6446
0.0856065117	N3986	0.0593679079	N6433
0.3367855222	N3980	0.2696811906	N6432
0.3732788532	N3979	0.4620603902	N6431
0.0693656665	N4029	0.0882148422	N6445
0.1155769873	N4028	0.1066273003	N6444
0.0982418367	N4027	0.125893576	N6443
0.1248822645	N4026	0.0837790546	N6442
0.2186462777	N4023	0.0882013598	N6441
0.4655002036	N4018	0.3397378972	N6440
0.0063412866	N4016	0.0071589953	N6438
0.0069959885	N4017	0.0080035711	N6439
0.7303785241	N4004	0.692909609	N6437
0.5797753585	N3998	0.4633913277	N6436
0.0056927191	N3997	0.0092505449	N6435
0.0046970293	N3996	0.0095797995	N6434
0.1234941636	N5496	0.0888231685	N7356
0.0673770891	N4115	0.0572523252	N6498
0.0656072962	N4114	0.0536413487	N6497
0.0665807231	N4078	0.0679532535	N6472
0.2915799146	N4075	0.2211517078	N6471
0.0548195142	N4074	0.0599264323	N6460
0.0945819025	N4072	0.0531196054	N6459
0.0571490407	N4063	0.0613983152	N6451
0.0414297325	N4071	0.0311198053	N6458
0.0428927653	N4070	0.0350080258	N6457
0.0996596571	N4069	0.0934165017	N6456
0.0957733328	N4068	0.0765900606	N6455
0.0046797376	N4067	0.0671236499	N6454
3e-06	N4066	0.0141546481	N6453
2e-06	N4065	0.0076730261	N6452
0.1245772943	N4058	0.082711667	N6470
0.0572111087	N4057	0.0551383847	N6469
0.0525705819	N4056	0.055464043	N6468
0.2646367134	N4053	0.2338279241	N6467
1e-06	N4052	0.0326749199	N6466
2e-06	N4051	0.0148763779	N6465
2e-06	N4050	0.0089157027	N6464
2e-06	N4049	0.0027464779	N6463
2e-06	N4048	0.0001840653	N6462
0.1201982738	N4112	0.0800601654	N6496
0.3075032156	N4111	0.4056424694	N6495
0.0407219023	N4110	0.0292606079	N6494
0.0343073422	N4109	0.0229117642	N6493
0.0578527342	N4095	0.0427808996	N6477
0.0017705009	N4094	0.0337934833	N6476
0.0513225488	N4108	0.0672586985	N6492
2e-06	N4107	2.3957e-06	N6491
3e-06	N4105	0.0040471173	N6489
2e-06	N4101	0.0066260301	N6485
2e-06	N4100	0.0025413178	N6484
2e-06	N4098	0.0045436707	N6482
3e-06	N4097	0.0045563009	N6481
2e-06	N4096	0.0017431216	N6480
0.1390011067	N4092	0.106232515	N6475
0.1630832248	N4090	0.1235406749	N6474
0.368344041	N4087	0.3320211086	N6473
0.2261044728	N4042	0.2268611169	N6450
0.0771808814	N4036	0.1322050151	N6449
0.2481977073	N4034	0.2126565323	N6448
0.0714174704	N5495	0.0513490318	N7355
0.2963697224	N4128	0.3119890159	N6510
0.2321381145	N4127	0.2559864676	N6509
0.0871954104	N4117	0.0889829971	N6499
0.0609044265	N4126	0.0600614709	N6508
0.1436124425	N4118	0.1587901545	N6500
0.0646742425	N4125	0.0662141829	N6507
0.0463817238	N4119	0.033675855	N6501
0.0455091573	N4124	0.0254900744	N6506
0.0865898785	N4120	0.1073304791	N6502
0.0435777636	N4123	0.0419495373	N6505
0.05142393	N4122	0.0381928767	N6504
0.0888680227	N4121	0.1109960118	N6503
0.0838871869	N5494	0.087108141	N7354
0.098142843	N4159	0.117217636	N6519
0.21101127390000002	N4158	0.2259868844	N6518
0.161549943	N4156	0.1130436184	N6517
0.0937642802	N4147	0.1294846534	N6514
0.1291186176	N4144	0.1038934846	N6513
0.0499932241	N4155	0.048822179	N6516
0.2733230689	N4151	0.2067075169	N6515
0.3968799691	N4138	0.2590517902	N6512
0.2486744832	N4135	0.2128816808	N6511
0.3903705275	N5490	0.3281852246	N7353
0.0485820161	N4551	0.043957453	N6762
0.0573241055	N4419	0.0313823936	N6761
0.0545473729	N4259	0.0524959186	N6654
0.2421302749	N4255	0.0971204941	N6653
0.0739532013	N4254	0.0785587313	N6652
0.035176471200000003	N4253	0.0439557972	N6651
0.0800707835	N4227	0.0954851205	N6609
0.0667178677	N4224	0.0737830042	N6606
0.0467322304	N4226	0.0367094224	N6608
0.0758649262	N4225	0.0965516637	N6607
0.0298091736	N4251	0.0235092916	N6625
0.0377822194	N4232	0.0375764197	N6612
0.0544741339	N4228	0.0596941984	N6610
0.2264064271	N4229	0.2168273391	N6611
0.0925488758	N4249	0.1178864166	N6624
0.0466135297	N4233	0.059640601	N6613
0.1457296542	N4244	0.0565561509	N6623
0.0414245175	N4237	0.0596124849	N6616
0.0345341693	N4235	0.0358489006	N6614
0.0270811149	N4243	0.0197493379	N6622
0.0343853063	N4242	0.0366354564	N6621
0.0372755471	N4238	0.0390605113	N6617
0.0218911645	N4241	0.0204708268	N6620
0.0345204327	N4239	0.0487676433	N6618
0.0232653928	N4240	0.0205213816	N6619
0.110848555	N4222	0.1277969441	N6649
0.0357823993	N4221	0.0322711161	N6648
0.034277718900000004	N4220	0.040977433	N6647
0.0390698352	N4212	0.0561549651	N6639
0.0256389877	N4209	0.0234459129	N6636
0.0780281482	N4211	0.1182930668	N6638
0.0010043345	N4210	0.0077873842	N6637
0.0557190723	N4218	0.0333105837	N6646
0.0288683905	N4213	0.0538155392	N6641
0.0243628246	N4217	0.0261628846	N6645
0.0273853896	N4216	0.0297243865	N6644
0.0200661585	N4215	0.023939728	N6643
0.0086725553	N4214	0.0130454517	N6642
0.1044496956	N4204	0.0994355587	N6635
0.0211456784	N4195	0.0297751239	N6626
0.014788334	N4197	0.0145750313	N6628
0.014769927700000001	N4196	0.012382118	N6627
0.0161975205	N4203	0.0278389682	N6633
0.0133156175	N4202	0.0107869773	N6632
0.0112656284	N4199	0.0186880118	N6629
0.0087586113	N4201	0.0089802933	N6631
0.0083925197	N4200	0.0113325825	N6630
0.0990132114	N4193	0.1020962616	N6605
0.0302479198	N4175	0.0165093269	N6589
0.0518541614	N4174	0.0451205041	N6588
0.0617679626	N4173	0.0874793231	N6587
0.0383179801	N4192	0.0412871331	N6604
0.0779963395	N4191	0.1168542591	N6603
0.0335655687	N4181	0.041000531	N6593
0.0445673525	N4177	0.0415726221	N6591
0.0434879159	N4179	0.0382195348	N6590
0.0343915931	N4190	0.0275627569	N6602
0.0537385762	N4182	0.0721464347	N6594
0.0452955661	N4189	0.0454146638	N6601
0.0708769544	N4183	0.0874092849	N6595
0.065790357	N4188	0.0944119329	N6600
0.0151808995	N4187	0.0175518287	N6599
0.0216721474	N4186	0.0360193242	N6598
0.0069968914	N4185	0.0059268487	N6597
0.0047150022	N4184	0.0060187647	N6596
0.1304243365	N4417	0.0845017219	N6760
0.0414935836	N4416	0.0260099928	N6759
0.0414951133	N4415	0.0258509334	N6758
0.0496081058	N4269	0.0822279257	N6658
0.15444466839999998	N4268	0.1762470585	N6657
0.032577533	N4340	0.0326525404	N6756
0.0358164372	N4297	0.0221668524	N6707
0.0568932821	N4294	0.0682123066	N6704
0.0836296069	N4296	0.1186717842	N6706
0.2452649197	N4295	0.2733557323	N6705
0.0364169144	N4338	0.0234535198	N6755
0.0543426544	N4304	0.0509247161	N6730
0.0691062658	N4303	0.0793356586	N6729
0.1889558986	N4298	0.2227806127	N6728
0.1170554886	N4336	0.1363154227	N6754
0.0629215882	N4308	0.0680675418	N6734
0.1313139817	N4306	0.11820384	N6733
0.1018493332	N4313	0.1085706307	N6732
0.0674071765	N4312	0.093177513	N6731
0.0478418129	N4334	0.0400474361	N6752
0.0472076148	N4322	0.0405891545	N6741
0.0657917614	N4321	0.0762846658	N6740
0.1171324213	N4319	0.0830626195	N6739
0.0468571418	N4318	0.0655515668	N6738
0.0298997967	N4317	0.0268032824	N6737
0.1319054447	N4315	0.149293165	N6736
0.032232704	N4314	0.0261637198	N6735
0.1275862275	N4332	0.1347339667	N6751
0.0362211525	N4331	0.0320977683	N6750
0.0392550457	N4323	0.0312922654	N6742
0.0443113619	N4330	0.0435676749	N6749
0.0476267057	N4329	0.0574997099	N6748
0.0408410856	N4324	0.0566819769	N6743
0.0217343758	N4328	0.0148923363	N6747
0.0526057195	N4325	0.0722461625	N6744
0.0188100704	N4327	0.0217266855	N6746
0.0249785491	N4326	0.0260324342	N6745
0.1743458392	N4292	0.139246632	N6726
0.050534998	N4279	0.0467034444	N6725
0.0423202569	N4273	0.0365234418	N6718
0.1024711647	N4272	0.1305978086	N6717
0.0296248457	N4271	0.0282293365	N6716
0.0888860783	N4278	0.1261146711	N6724
0.0441805039	N4275	0.0504909954	N6723
0.0271347737	N4274	0.0235761308	N6721
0.0469106717	N4277	0.0623452632	N6720
0.0372490552	N4276	0.057548679	N6719
0.1427142497	N4291	0.2025001477	N6715
0.044680907	N4290	0.0399382389	N6714
0.070443383	N4288	0.0339796128	N6713
0.0323404962	N4287	0.0288987199	N6712
0.0334927837	N4284	0.0221598587	N6710
0.1192150972	N4280	0.1216838048	N6708
0.0371130757	N4414	0.0423016206	N6703
0.0603034722	N4344	0.1210915943	N6660
0.3077621919	N4342	0.2919769894	N6659
0.1747887529	N4409	0.0313509985	N6702
0.0757181158	N4369	0.0706825218	N6665
0.1112150345	N4368	0.1583419854	N6664
0.1088203377	N4360	0.0911031532	N6663
0.1273568868	N4382	0.1419892536	N6673
0.1181967912	N4377	0.156660327	N6669
0.0158668081	N4376	0.0220270792	N6668
0.0074422282	N4375	0.0105810608	N6667
0.0460661852	N4381	0.0561779038	N6672
0.0358402334	N4378	0.0399140321	N6671
0.0883345788	N4379	0.0708042898	N6670
0.1230452667	N4405	0.2091426968	N6699
0.0329645678	N4388	0.0173401944	N6681
0.0344275845	N4384	0.0254847698	N6677
0.0741871724	N4383	0.1038089189	N6676
0.0555781895	N4387	0.0784566538	N6680
0.116148217	N4386	0.1403141549	N6679
0.0294589402	N4385	0.0267484242	N6678
0.0363281569	N4404	0.0245135236	N6698
0.037171842499999996	N4403	0.0247027226	N6697
